Time,HumanVelocity,RobotVelocity,InteractionForce
1.242,-0.689113808387348,-0.686833846544408,0.0105333572647183
1.243,-0.691386968955207,-0.689113808387348,0.0105702383851448
1.244,-0.693653305812805,-0.691386968955207,0.010607016274711
1.245,-0.695912796592315,-0.693653305812805,0.0106436905603107
1.246,-0.698165418993473,-0.695912796592315,0.010680260869839
1.247,-0.700411150783806,-0.698165418993473,0.0107167268322599
1.248,-0.702649969798849,-0.700411150783806,0.0107530880775531
1.249,-0.704881853942361,-0.702649969798849,0.0107893442367661
1.25,-0.707106781186547,-0.704881853942361,0.0108254949419773
1.251,-0.709324729572274,-0.707106781186547,0.0108615398263349
1.252,-0.711535677209285,-0.709324729572274,0.0108974785240321
1.253,-0.713739602276421,-0.711535677209285,0.0109333106703342
1.254,-0.715936483021831,-0.713739602276421,0.0109690359015599
1.255,-0.718126297763189,-0.715936483021831,0.0110046538551096
1.256,-0.720309024887907,-0.718126297763189,0.0110401641694457
1.257,-0.72248464285335,-0.720309024887907,0.0110755664841145
1.258,-0.724653130187047,-0.72248464285335,0.0111108604397363
1.259,-0.726814465486903,-0.724653130187047,0.0111460456780235
1.26,-0.728968627421411,-0.726814465486903,0.0111811218417645
1.261,-0.731115594729864,-0.728968627421411,0.0112160885748583
1.262,-0.73325534622256,-0.731115594729864,0.0112509455222698
1.263,-0.735387860781016,-0.73325534622256,0.0112856923300996
1.264,-0.737513117358174,-0.735387860781016,0.0113203286455119
1.265,-0.73963109497861,-0.737513117358174,0.0113548541168149
1.266,-0.741741772738739,-0.73963109497861,0.0113892683933962
1.267,-0.743845129807025,-0.741741772738739,0.0114235711257764
1.268,-0.745941145424182,-0.743845129807025,0.0114577619655814
1.269,-0.748029798903383,-0.745941145424182,0.0114918405655699
1.27,-0.750111069630459,-0.748029798903383,0.0115258065796116
1.271,-0.752184937064111,-0.750111069630459,0.0115596596627188
1.272,-0.754251380736104,-0.752184937064111,0.0115933994710207
1.273,-0.756310380251472,-0.754251380736104,0.0116270256617972
1.274,-0.758361915288722,-0.756310380251472,0.0116605378934508
1.275,-0.760405965600031,-0.758361915288722,0.0116939358255478
1.276,-0.762442511011448,-0.760405965600031,0.0117272191187743
1.277,-0.764471531423092,-0.762442511011448,0.0117603874349888
1.278,-0.76649300680935,-0.764471531423092,0.0117934404371924
1.279,-0.768506917219077,-0.76649300680935,0.0118263777895473
1.28,-0.770513242775789,-0.768506917219077,0.0118591991573648
1.281,-0.772511963677864,-0.770513242775789,0.0118919042071373
1.282,-0.774503060198734,-0.772511963677864,0.0119244926065136
1.283,-0.776486512687078,-0.774503060198734,0.0119569640243145
1.284,-0.778462301567024,-0.776486512687078,0.0119893181305405
1.285,-0.780430407338329,-0.778462301567024,0.0120215545963504
1.286,-0.782390810576588,-0.780430407338329,0.0120536730941234
1.287,-0.78434349193341,-0.782390810576588,0.0120856732973753
1.288,-0.786288432136619,-0.78434349193341,0.0121175548808465
1.289,-0.78822561199044,-0.786288432136619,0.0121493175204529
1.29,-0.79015501237569,-0.78822561199044,0.0121809608933095
1.291,-0.792076614249967,-0.79015501237569,0.01221248467772
1.292,-0.793990398647835,-0.792076614249967,0.0122438885532051
1.293,-0.795896346681015,-0.793990398647835,0.0122751722004815
1.294,-0.797794439538571,-0.795896346681015,0.0123063353014774
1.295,-0.79968465848709,-0.797794439538571,0.0123373775393196
1.296,-0.801566984870876,-0.79968465848709,0.0123682985983724
1.297,-0.803441400112127,-0.801566984870876,0.0123990981642007
1.298,-0.805307885711122,-0.803441400112127,0.0124297759236027
1.299,-0.8071664232464,-0.805307885711122,0.0124603315645815
1.3,-0.809016994374947,-0.8071664232464,0.012490764776395
1.301,-0.810859580832373,-0.809016994374947,0.0125210752495145
1.302,-0.812694164433094,-0.810859580832373,0.0125512626756536
1.303,-0.814520727070509,-0.812694164433094,0.0125813267477472
1.304,-0.816339250717184,-0.814520727070509,0.0126112671600079
1.305,-0.818149717425023,-0.816339250717184,0.0126410836078456
1.306,-0.819952109325452,-0.818149717425023,0.0126707757879544
